title;year;duration;genre;rating;votes
Fated to Love You;(2014);60 min;Comedy, Romance;79;2519
Busted!;(2018–2021);90 min;Comedy, Reality-TV;76;951
My Secret Terrius;(2018);35 min;Comedy, Drama, Romance;76;1284
Hard Breakers;(2010);99 min;Comedy;28;1343
Chicago Party Aunt;(2021– );30 min;Animation, Comedy;54;1587
Winter on Fire: Ukraine's Fight for Freedom;(2015);102 min;Documentary;83;19042
Heist;(2021– );41 min;Documentary, Crime, Mystery;68;1812
Diana;(I) (2021);117 min;Biography, Drama, Musical;43;1320
The Piano Lesson;;;Comedy, Drama, Music;;
The Monkey King;(2023);;Animation, Action, Adventure;;
Seized;(I) (2020);85 min;Action, Thriller;53;2347
Belascoarán, PI;(2022– );;Crime, Drama, Thriller;;
Defendant;(2017);70 min;Crime, Drama, Mystery;82;1553
Son: The Guest;(2018– );65 min;Drama, Horror, Mystery;81;1685
Mersal;(2017);172 min;Action, Thriller;75;34529
Lady J;(2018);109 min;Drama, Romance;68;3500
Masum;(2017);60 min;Crime, Drama, Mystery;83;18448
Dancing Queens;(2021);110 min;Comedy, Drama;56;1820
Mismatched;(2020– );30 min;Comedy, Drama, Romance;55;3976
The Great Canadian Baking Show;(2017– );44 min;Reality-TV;74;428
Queer Eye: Brazil;(2022– );45 min;Reality-TV;68;134
Schumacher;(2021);112 min;Documentary, Biography, Sport;74;22922
Etharkkum Thunindhavan;(2022);151 min;Action, Crime, Drama;65;12290
Rebirth;(I) (2016);100 min;Thriller;49;5435
100 Humans: Life's Questions. Answered.;(2020– );;Reality-TV;58;4135
Finding Bliss;(2009);96 min;Comedy, Romance;52;2555
All Hail King Julien;(2014–2017);23 min;Animation, Short, Action;70;2067
The Stranded;(2019);40 min;Adventure, Drama, Mystery;62;1307
Small Town Crime;(2017);91 min;Crime, Mystery, Thriller;66;11538
Akashic Records of Bastard Magic Instructor;(2017– );24 min;Animation, Action, Comedy;70;2221
Kill Me Three Times;(2014);90 min;Action, Comedy, Crime;58;23560
Christmas Inheritance;(2017);104 min;Comedy, Drama, Romance;57;11805
13 Geboden;(2017–2018);46 min;Crime, Mystery, Thriller;70;2633
Bright Night;(2014);86 min;Drama, Mystery;51;1261
The Four of Us;(2021);88 min;Comedy, Drama, Romance;53;1106
Unsuspicious;(2022– );30 min;Comedy, Mystery, Thriller;54;102
Crash Pad;(I) (2017);91 min;Comedy;57;5279
La influencia;(2019);99 min;Horror;46;3811
If Anything Happens I Love You;(2020);13 min;Animation, Short, Drama;78;16567
The Playbook;(2020);;Documentary, Sport;74;1441
Kakegurui Twin;(2022– );24 min;Animation, Drama, Mystery;66;421
Leila;(2019– );48 min;Drama, Sci-Fi;49;8998
Single's Inferno;(2021– );;Reality-TV;71;1706
The World Is Yours;(2018);102 min;Comedy, Crime;63;4426
The Getaway King;(2021);100 min;Action, Comedy, Crime;65;2023
Neymar: The Perfect Chaos;(2022);164 min;Documentary, Biography, Sport;66;3341
One Day;;;Comedy, Drama, Romance;;
#Realityhigh;(2017);99 min;Comedy, Drama, Romance;51;6432
Pokémon: Mewtwo Strikes Back - Evolution;(2019);98 min;Animation, Action, Family;57;5560
Death to 2020;(2020 TV Special);70 min;Comedy;68;38711
The Numbers Station;(2013);89 min;Action, Thriller;56;20186
Invader ZIM: Enter the Florpus;(2019 TV Movie);71 min;Animation, Action, Adventure;74;5882
High Flying Bird;(2019);90 min;Drama, Sport;62;8696
The Seven Husbands of Evelyn Hugo;;;Drama;;
Really Love;(2020);95 min;Drama, Romance;61;889
Investigation Partners;(2018–2019);35 min;Crime, Drama, Mystery;82;816
Godspeed;(2022);119 min;Drama;65;1950
Lethal Seduction;(2015 TV Movie);80 min;Thriller;51;993
Herod's Law;(1999);123 min;Comedy, Crime, Mystery;78;6171
Kings of America;;;Drama;;
Sudden Fear;(1952);110 min;Film-Noir, Thriller;75;6427
Street Food: USA;(2022);30 min;Documentary;68;398
Results;(I) (2015);105 min;Comedy, Romance;54;7242
The Epic Tales of Captain Underpants;(2018–2020);24 min;Animation, Short, Action;66;954
The Rise of Phoenixes;(2018);60 min;Drama, History, Romance;84;1535
One of Us;(IV) (2017);95 min;Documentary;70;6642
The Hollow;(2018–2020);24 min;Animation, Drama, Family;72;4382
Age of Samurai: Battle for Japan;(2021– );44 min;Documentary, Action, Adventure;74;4209
Blame!;(2017);106 min;Animation, Action, Drama;66;8138
Dream Home Makeover;(2020– );;Reality-TV;56;1267
Banana Split;(2018);88 min;Comedy;62;3427
Miss Americana;(2020);85 min;Documentary, Biography, Music;74;19766
The Magician's Elephant;(2023);;Animation, Adventure, Comedy;;
The Forest of Love;(2019);151 min;Crime, Drama, Horror;63;2571
The Diplomat;(2022– );;;;
Damage;;;Drama, Mystery, Romance;;
Charité;(2017– );45 min;Drama, History;78;3379
Bodkin;;;Comedy, Drama, Thriller;;
Unknown Origins;(2020);96 min;Action, Crime, Drama;61;6932
The Trial;(2010);101 min;Crime, Drama, Mystery;55;1557
School Life;(2019);111 min;Comedy, Drama;65;2741
The Invisible Thread;(2022);109 min;Comedy, Drama, Family;67;1839
The Polka King;(2017);95 min;Biography, Comedy, Drama;59;10710
Twin Murders: The Silence of the White City;(2019);110 min;Adventure, Crime, Drama;53;5416
Dynasty Warriors;(2021);119 min;Action, Adventure, Fantasy;47;2189
The Day Will Come;(2016);119 min;Drama;78;4749
Marseille;(2016–2018);41 min;Drama;68;5220
Maldivas;(2022– );30 min;Comedy, Drama, Mystery;57;1035
Wolf;(2018);80 min;Action, Thriller, War;80;7602
Super Buddies;(2013 Video);81 min;Family;42;1554
Photocopier;(2021);130 min;Crime, Drama, Mystery;68;3145
Old People;(2022);90 min;Horror;64;56
Loose Change 9/11: An American Coup;(2009 Video);99 min;Documentary, History, War;71;3642
The Sons of Sam: A Descent into Darkness;(2021);239 min;Documentary, Crime, History;70;8781
Hi Bye, Mama!;(2020);70 min;Comedy, Drama, Fantasy;79;1692
Lego Friends;(2013– );4 min;Animation;50;158
The Long Road to War;(2018);117 min;Documentary;78;833
Standing Up;(2022– );45 min;Comedy, Drama;75;1095
Free!;(2013– );24 min;Animation, Comedy, Drama;74;3154
The Club;(2019– );30 min;Comedy, Drama;63;898
Alien Worlds;(2020);42 min;Documentary, Animation, Sci-Fi;65;3679
That Winter, the Wind Blows;(2013);65 min;Drama;76;1889
Bill Burr Presents: Friends Who Kill;(2022 TV Movie);73 min;Documentary, Comedy;46;2252
Stuck Together;(2021);125 min;Comedy;63;7084
Magic for Humans;(2018– );23 min;Comedy, Reality-TV;72;3415
Jarhead 3: The Siege;(2016 Video);95 min;Action, Drama, War;51;3726
Glitch Techs;(2020);25 min;Animation, Action, Adventure;77;1479
Lulli;(2021);90 min;Comedy, Romance;48;1511
Yankee;(2019– );40 min;Drama;58;722
Fear City: New York vs the Mafia;(2020);156 min;Documentary, Crime;71;7494
Tempted;(2018);32 min;Drama, Mystery, Romance;71;1845
The Legacy of the Bones;(2019);121 min;Crime, Thriller;63;9085
Pirate Gold of Adak Island;(2022– );30 min;Adventure, Reality-TV;46;941
Ben & Jody;(2022);114 min;Action, Adventure, Drama;54;285
The Platform;(2020– );45 min;Drama;65;349
Cheese in the Trap;(2016);60 min;Comedy, Romance;73;4089
Abstract: The Art of Design;(2017– );45 min;Documentary;83;5492
Riphagen;(2016);131 min;Biography, Drama, War;71;7878
Harlock: Space Pirate;(2013);115 min;Animation, Adventure, Sci-Fi;64;12410
Fast and Loose;(II);;Action, Crime, Thriller;;
Glamorous;;;Drama;;
Girlfriend's Day;(2017);65 min;Comedy, Drama;52;4638
Rattlesnake;(2019);85 min;Drama, Horror, Mystery;46;8760
Soundtrack;(2019);56 min;Drama, Musical;67;2140
Altered Carbon: Resleeved;(2020);74 min;Animation, Action, Crime;65;6216
The Beautiful Game;(2022);;Drama, Sport;;
White Fang;(2018);85 min;Animation, Adventure, Drama;69;3734
Guilt;(2016);60 min;Crime, Drama, Mystery;59;2637
Jo Koy: Live from Seattle;(2017 TV Special);62 min;Comedy;73;1438
Uysallar;(2022);45 min;Comedy, Drama;71;5299
The Unauthorized Bash Brothers Experience;(2019);30 min;Short, Comedy, Music;69;5266
My Unorthodox Life;(2021– );;Reality-TV;57;1236
Neon Genesis Evangelion: Death & Rebirth;(1997);101 min;Animation, Action, Drama;73;14298
Open Your Eyes;(2021– );54 min;Drama, Mystery, Sci-Fi;65;1520
Bumperkleef;(2019);86 min;Action, Horror, Thriller;58;3414
Spice and Wolf;(2008–2009);24 min;Animation, Adventure, Fantasy;79;4467
East of Eden;;;Drama;;
Hitler's Circle of Evil;(2018);52 min;Documentary, Biography, History;80;4407
Adu;(2020);119 min;Drama;68;4964
Hot Bot;(2016);86 min;Comedy, Sci-Fi;33;3679
Bad Romeo;(2022);;Drama, Romance;69;184
The Exorcist Boner;(2020–2021);12 min;Comedy, Animation;57;306
The Unlisted;(2019– );22 min;Family, Sci-Fi, Thriller;65;1005
Shrew's Nest;(2014);91 min;Drama, Horror, Thriller;67;7080
Steel Rain;(2017);139 min;Action, Drama, Thriller;71;5759
The Resistance Banker;(2018);123 min;Biography, Drama, War;69;9583
Super PupZ;(2022– );25 min;Adventure, Comedy, Family;71;112
Paper Lives;(2021);96 min;Drama;66;12227
NiNoKuni;(2019);106 min;Animation, Action, Adventure;61;3472
Planet of the Dead;;;Action, Horror;;
Police University;(2021– );65 min;Comedy, Drama, Romance;73;658
V.R. Troopers;(1994–1996);30 min;Action, Adventure, Family;56;1041
The Journalist;(2022– );50 min;Drama, Thriller;70;664
Human: The World Within;(2021– );;Documentary;68;772
The Healing Powers of Dude;(2020);25 min;Short, Action, Adventure;64;926
Higurashi: When They Cry - GOU;(2020–2021);;Animation, Drama, Horror;69;588
Descendant;(2022);109 min;Documentary, History;70;37
Nappily Ever After;(2018);98 min;Comedy, Drama, Romance;64;9274
Spotless;(2015);60 min;Crime, Drama;77;3686
The Council;;;Biography, Crime, Drama;;
He is Psychometric;(2019);65 min;Fantasy, Mystery, Romance;77;1692
The Mechanism;(2018–2019);41 min;Crime, Drama, Thriller;80;36200
Chocolate;(I) (2019–2020);70 min;Drama, Romance;76;1245
Animal World;(2018);132 min;Action, Fantasy, Sci-Fi;64;4551
The Innocent Man;(2018);284 min;Documentary, Crime;73;6032
Last Flight to Abuja;(2012);81 min;Action, Drama, Thriller;44;359
Nobel;(2016);45 min;Drama, Thriller, War;80;6489
Tudum;(2021 TV Special);;Talk-Show;76;15
Endless Night;(2022– );30 min;Drama, Fantasy, Mystery;54;151
The Maus;(2017);90 min;Drama, Fantasy, Horror;46;6141
Chef's Table: BBQ;(2020);40 min;Documentary;78;1051
The Maid;(2020);102 min;Drama, Horror, Mystery;56;945
The Inside Outtakes;(2022 Video);63 min;Comedy, Drama, Musical;81;961
Twice Upon a Time;(2019);192 min;Drama, Romance, Sci-Fi;62;1060
Light the Night;(2021– );50 min;Crime, Drama, Mystery;74;1123
Savage Beauty;(2022– );45 min;Drama;55;392
2020;(II) (2021– );45 min;Crime, Drama, Thriller;78;434
Doctor John;(2019);35 min;Drama, Mystery, Romance;81;1471
Chino;(1973);97 min;Action, Adventure, Drama;60;2339
Aelliseu;(2020);70 min;Drama, Fantasy, Mystery;71;1136
Yungnyong-i Nareusya;(2015–2016);;Action, Drama, History;89;994
Superlopez;(2018);108 min;Action, Comedy, Sci-Fi;54;3734
The Archies;(2023);;Comedy, Drama, Musical;;
QB1: Beyond the Lights;(2017– );35 min;Documentary, Sport;77;920
Isekai wa smartphone to tomo ni.;(2017);24 min;Animation, Adventure, Comedy;66;2116
Once Upon a Time... But Not Anymore;(2022– );30 min;Comedy, Fantasy, Musical;55;522
Hostage House;(2021);85 min;Thriller;39;883
He's Expecting;(2022– );23 min;Comedy, Drama, Fantasy;23;3122
Remember Sunday;(2013 TV Movie);96 min;Drama, Romance;69;11760
Flavors of Youth;(2018);74 min;Animation, Drama, Romance;66;7517
Crime Stories: India Detectives;(2021– );47 min;Documentary, Crime, Mystery;71;1052
Surviving Death;(2021– );50 min;Documentary, Reality-TV;62;2077
Pokémon the Movie: Secrets of the Jungle;(2020);99 min;Animation, Action, Adventure;64;2018
Too Hot to Handle: Brazil;(2021– );50 min;Game-Show, Reality-TV, Romance;55;476
Sexy Beasts;(2021– );;Reality-TV, Romance;46;1161
Inhuman Resources;(I) (2020– );52 min;Drama, Thriller;72;4015
One Strange Rock;(2018);47 min;Documentary;87;7886
Furie;(2019);98 min;Action, Drama, Thriller;63;4854
My Unfamiliar Family;(2020– );70 min;Drama;77;158
Iron Man: Armored Adventures;(2008–2012);22 min;Animation, Action, Adventure;64;3678
12 Rounds 3: Lockdown;(2015);90 min;Action, Crime, Thriller;51;4292
Indiscretion;(2016);99 min;Thriller;48;1074
Against the Sun;(2014);100 min;Biography, Drama, War;65;6019
Sailor Moon Eternal;(2021);160 min;Animation, Action, Adventure;69;1293
The Talisman;;;Adventure, Drama, Fantasy;;
Illang: The Wolf Brigade;(2018);139 min;Action, Sci-Fi;59;5229
Paquita Salas;(2016– );;Comedy;80;3240
The Chalet;(2017–2018);52 min;Drama, Mystery, Thriller;70;7345
Freaks: You're One of Us;(2020);92 min;Action, Drama, Fantasy;54;6146
Crossfire Hurricane;(2012);111 min;Documentary, Biography, Music;74;2630
Well-Intended Love;(2019–2020);45 min;Drama, Romance;72;1513
The Binding;(2020);93 min;Drama, Horror, Thriller;48;4257
I Am Not an Easy Man;(2018);98 min;Comedy;63;14604
Doctor;(2021);148 min;Action, Comedy, Crime;75;15996
Where Stars Land;(2018– );35 min;Drama, Romance;71;944
The Yinyang Master;(2021);113 min;Action, Adventure, Drama;64;2742
Walk. Ride. Rodeo.;(2019);100 min;Biography, Drama, Sport;64;2476
Ever After High;(2013–2017);25 min;Animation, Adventure, Comedy;77;1218
Behind Blue Skies;(2010);110 min;Drama;66;3718
Te3n;(2016);136 min;Drama, Mystery, Thriller;72;13124
Ray;(2021– );65 min;Crime, Drama, Thriller;71;8895
Spellbinder;(1995–1997);24 min;Adventure, Family, Fantasy;82;2168
Life After Death with Tyler Henry;(2022– );45 min;Reality-TV;59;998
The Break;(2016– );52 min;Crime, Drama, Thriller;76;6554
Amanda Knox;(2016);92 min;Documentary, Crime;69;24777
Spirit Riding Free;(2017–2019);23 min;Animation, Action, Adventure;64;1031
Swiped;(I) (2018);93 min;Comedy, Romance;31;14400
Chief of Staff;(2019);60 min;Drama;79;576
Cowspiracy: The Sustainability Secret;(2014);90 min;Documentary;81;25357
Stolen Away;(2020);50 min;Crime, Drama, Mystery;71;2397
My Perfect Landing;(2020);;Family;64;181
Frozen Fever;(2015);8 min;Animation, Short, Adventure;68;16300
Kiss Me First;(2018);46 min;Drama, Mystery, Sci-Fi;62;3972
Toy Story That Time Forgot;(2014 TV Short);22 min;Animation, Short, Adventure;71;11872
Danger Mouse;(2015–2022);22 min;Animation, Action, Adventure;71;604
False Identity;(2018– );;Crime, Drama, Thriller;70;364
When Heroes Fly;(2018);45 min;Action, Drama;71;3241
The Adventures of Puss in Boots;(2015–2018);23 min;Animation, Short, Action;65;1759
Rising High;(2020);94 min;Comedy, Drama;59;5105
Sweet & Sour;(2021);101 min;Comedy, Romance;67;2624
Intuition;(2020);116 min;Crime, Drama, Mystery;55;2788
Middleditch & Schwartz;(2020– );51 min;Comedy;86;5411
My Holo Love;(2020);55 min;Drama, Romance, Sci-Fi;76;2601
Wild Babies;(2022– );30 min;Documentary;77;546
A ciegas;(2022);;Horror, Sci-Fi;;
My Father's Violin;(2022);112 min;Drama;64;3365
Barry;(II) (2016);104 min;Biography, Drama;59;7265
Are You Human Too?;(2018);35 min;Comedy, Drama, Romance;79;2346
Killer Inside: The Mind of Aaron Hernandez;(2020);202 min;Documentary, Crime, Sport;74;17311
I, Monster;(1971);75 min;Horror;58;1598
Masha and the Bear;(2007– );7 min;Animation, Short, Adventure;75;3219
Mortel;(2019–2021);40 min;Crime, Drama, Fantasy;64;1492
See You Yesterday;(2019);84 min;Action, Adventure, Crime;52;10895
The G Word with Adam Conover;(2022);174 min;Documentary, Comedy;68;799
Irul;(2021);91 min;Mystery, Thriller;58;3204
Little Witch Academia;(2017);25 min;Animation, Comedy, Family;78;3297
Gleipnir;(2020);24 min;Animation, Action, Fantasy;68;1433
The Big Combo;(1955);87 min;Crime, Drama, Film-Noir;73;7696
The Goop Lab;(2020– );30 min;Documentary, Reality-TV;25;3351
Sisters;(2017);60 min;Drama;74;1788
The Fuck It Bucket;;;Drama;;
Sophie: A Murder in West Cork;(2021);164 min;Documentary, Crime, History;68;5424
Pup Academy;(2019– );;Family;66;535
The Devil Next Door;(2019);229 min;Documentary, Crime, History;76;13589
Win It All;(2017);88 min;Comedy;62;9400
The Disciple;(2020);129 min;Drama, Music;71;2636
Radio Rebel;(2012 TV Movie);85 min;Comedy, Drama, Family;58;9915
The Ripper;(2020);195 min;Documentary, Crime;71;9637
Marlon;(2017–2018);22 min;Comedy;69;4229
Omniscient;(2020);;Drama, Sci-Fi, Thriller;65;2165
A Certain Magical Index;(2008–2019);23 min;Animation, Action, Comedy;68;1982
Perfect Strangers;(I) (2022);99 min;Comedy, Drama;58;4809
The Hidden Lives of Pets;(2022– );30 min;Documentary;72;610
Opening Night;(II) (2016);90 min;Comedy, Musical;60;2694
Kotaro Lives Alone;(2021);30 min;Comedy, Drama, Family;84;371
St. Agatha;(2018);103 min;Horror, Thriller;49;5824
Somos.;(2021);55 min;Crime, Drama, History;71;1166
Geçen Yaz;(2021);101 min;Drama, Romance;63;2973
What Did Jack Do?;(2017);17 min;Short, Comedy, Crime;64;12837
The Minimalists: Less Is Now;(2021);53 min;Documentary;59;4230
Asphalt Burning;(2020);100 min;Action, Comedy;51;2375
The Neighbor;(II) (2016);87 min;Crime, Horror, Thriller;58;7785
Happy Anniversary;(I) (2018);78 min;Comedy;57;4323
Shanghai Fortress;(2019);107 min;Action, Sci-Fi;44;2429
Two Lovers and a Bear;(2016);96 min;Adventure, Drama, Romance;60;1947
The Breaker Upperers;(2018);90 min;Comedy;59;6210
War Party;;;Action, Adventure, Drama;;
Sword Art Online the Movie: Ordinal Scale;(2017);119 min;Animation, Action, Adventure;73;8113
Kahaani;(2012);122 min;Mystery, Thriller;81;62937
100 días para enamorarnos;(2020–2021);45 min;Comedy;67;764
Disclosure;(2020);108 min;Documentary;82;5514
You Are My Spring;(2021– );70 min;Drama, Romance, Thriller;74;638
Call My Agent Bollywood;(2021– );40 min;Comedy, Drama;69;6234
The Raid;;;Action, Crime, Thriller;;
The Melancholy of Haruhi Suzumiya;(2006–2009);24 min;Animation, Comedy, Fantasy;78;8489
Baahubali: Before the Beginning;;;Action, Adventure, Drama;;
Big Timber;(2020– );;Reality-TV;68;827
Hard Times;(2009);94 min;Comedy, Crime;58;2579
Dahmer vs. Gacy;(2010);90 min;Comedy, Horror;27;544
They Call Me Jeeg;(2015);112 min;Action, Comedy, Drama;70;15207
The Least Expected Day;(2020–2022);;Documentary, Sport;74;788
Viva La Madness;;;Action, Crime, Drama;;
Lonely Planet;;;Drama, Romance;;
Bloom Into You;(2018– );24 min;Animation, Drama, Romance;78;1419
Irmandade;(2019– );50 min;Crime, Drama, Thriller;75;1488
Japan Sinks: 2020;(2020);25 min;Animation, Adventure, Drama;64;3058
Gigantosaurus;(2019– );22 min;Animation;65;178
All for Love;(2020– );45 min;Drama, Romance;70;201
Walt Before Mickey;(2015);107 min;Biography, Drama;59;6117
Hot Date;(2017–2019);20 min;Comedy;71;644
Criminal: Germany;(2019);59 min;Crime, Drama, Mystery;76;5290
Ever Been to the Moon?;(2015);90 min;Comedy;61;1963
Rilakkuma and Kaoru;(2019);12 min;Animation, Comedy, Drama;82;1680
The 39 Steps;;;Drama, Thriller;;
